#自治体コード表（2007年7月時点）＋07年04年参院選データシート＋07年都道府県議選の投票有無
#有＝有権者数、投＝投票者数、率＝投票率、差＝07年の投票率－04年の投票率、県無投＝無投票のときTRUE
コード,都道府県,自治体1,自治体2,市区町村,参有男07,参有女07,参有計07,参投男07,参投女07,参投計07,参率男07,参率女07,参率計07,参率男04,参率女04,参率計04,参差男07,参差女07,参差計07,県無投07
04323,宮城県,柴田郡,柴田町,柴田郡柴田町,,,,,,,,,,,,,,,,
04324,宮城県,柴田郡,川崎町,柴田郡川崎町,,,,,,,,,,,,,,,,
04340,宮城県,伊具郡,,伊具郡,,,,,,,,,,,,,,,,
04341,宮城県,伊具郡,丸森町,伊具郡丸森町,,,,,,,,,,,,,,,,
04360,宮城県,亘理郡,,亘理郡,,,,,,,,,,,,,,,,
04361,宮城県,亘理郡,亘理町,亘理郡亘理町,,,,,,,,,,,,,,,,
04362,宮城県,亘理郡,山元町,亘理郡山元町,,,,,,,,,,,,,,,,
04400,宮城県,宮城郡,,宮城郡,,,,,,,,,,,,,,,,
04401,宮城県,宮城郡,松島町,宮城郡松島町,,,,,,,,,,,,,,,,
04404,宮城県,宮城郡,七ヶ浜町,宮城郡七ヶ浜町,,,,,,,,,,,,,,,,
04406,宮城県,宮城郡,利府町,宮城郡利府町,,,,,,,,,,,,,,,,
04420,宮城県,黒川郡,,黒川郡,,,,,,,,,,,,,,,,
04421,宮城県,黒川郡,大和町,黒川郡大和町,,,,,,,,,,,,,,,,
04422,宮城県,黒川郡,大郷町,黒川郡大郷町,,,,,,,,,,,,,,,,
04423,宮城県,黒川郡,富谷町,黒川郡富谷町,,,,,,,,,,,,,,,,
04424,宮城県,黒川郡,大衡村,黒川郡大衡村,,,,,,,,,,,,,,,,
04440,宮城県,加美郡,,加美郡,,,,,,,,,,,,,,,,
04444,宮城県,加美郡,色麻町,加美郡色麻町,,,,,,,,,,,,,,,,
04445,宮城県,加美郡,加美町,加美郡加美町,,,,,,,,,,,,,,,,
04500,宮城県,遠田郡,,遠田郡,,,,,,,,,,,,,,,,
04501,宮城県,遠田郡,涌谷町,遠田郡涌谷町,,,,,,,,,,,,,,,,
04505,宮城県,遠田郡,美里町,遠田郡美里町,,,,,,,,,,,,,,,,
04580,宮城県,牡鹿郡,,牡鹿郡,,,,,,,,,,,,,,,,
04581,宮城県,牡鹿郡,女川町,牡鹿郡女川町,,,,,,,,,,,,,,,,
04600,宮城県,本吉郡,,本吉郡,,,,,,,,,,,,,,,,
04603,宮城県,本吉郡,本吉町,本吉郡本吉町,,,,,,,,,,,,,,,,
04606,宮城県,本吉郡,南三陸町,本吉郡南三陸町,,,,,,,,,,,,,,,,
05201,秋田県,,秋田市,秋田市,,,,,,,,,,,,,,,,
05202,秋田県,,能代市,能代市,,,,,,,,,,,,,,,,
05203,秋田県,,横手市,横手市,,,,,,,,,,,,,,,,
05204,秋田県,,大館市,大館市,,,,,,,,,,,,,,,,
05206,秋田県,,男鹿市,男鹿市,,,,,,,,,,,,,,,,
05207,秋田県,,湯沢市,湯沢市,,,,,,,,,,,,,,,,
05209,秋田県,,鹿角市,鹿角市,,,,,,,,,,,,,,,,
05210,秋田県,,由利本荘市,由利本荘市,,,,,,,,,,,,,,,,
05211,秋田県,,潟上市,潟上市,,,,,,,,,,,,,,,,
05212,秋田県,,大仙市,大仙市,,,,,,,,,,,,,,,,
05213,秋田県,,北秋田市,北秋田市,,,,,,,,,,,,,,,,
05214,秋田県,,にかほ市,にかほ市,,,,,,,,,,,,,,,,
05215,秋田県,,仙北市,仙北市,,,,,,,,,,,,,,,,
05300,秋田県,鹿角郡,,鹿角郡,,,,,,,,,,,,,,,,
05303,秋田県,鹿角郡,小坂町,鹿角郡小坂町,,,,,,,,,,,,,,,,
05320,秋田県,北秋田郡,,北秋田郡,,,,,,,,,,,,,,,,
05327,秋田県,北秋田郡,上小阿仁村,北秋田郡上小阿仁村,,,,,,,,,,,,,,,,
05340,秋田県,山本郡,,山本郡,,,,,,,,,,,,,,,,
05346,秋田県,山本郡,藤里町,山本郡藤里町,,,,,,,,,,,,,,,,
05348,秋田県,山本郡,三種町,山本郡三種町,,,,,,,,,,,,,,,,
05349,秋田県,山本郡,八峰町,山本郡八峰町,,,,,,,,,,,,,,,,
05360,秋田県,南秋田郡,,南秋田郡,,,,,,,,,,,,,,,,
05361,秋田県,南秋田郡,五城目町,南秋田郡五城目町,,,,,,,,,,,,,,,,
05363,秋田県,南秋田郡,八郎潟町,南秋田郡八郎潟町,,,,,,,,,,,,,,,,
05366,秋田県,南秋田郡,井川町,南秋田郡井川町,,,,,,,,,,,,,,,,
05368,秋田県,南秋田郡,大潟村,南秋田郡大潟村,,,,,,,,,,,,,,,,
05420,秋田県,仙北郡,,仙北郡,,,,,,,,,,,,,,,,
05434,秋田県,仙北郡,美郷町,仙北郡美郷町,,,,,,,,,,,,,,,,
05460,秋田県,雄勝郡,,雄勝郡,,,,,,,,,,,,,,,,
05463,秋田県,雄勝郡,羽後町,雄勝郡羽後町,,,,,,,,,,,,,,,,
05464,秋田県,雄勝郡,東成瀬村,雄勝郡東成瀬村,,,,,,,,,,,,,,,,
06201,山形県,,山形市,山形市,,,,,,,,,,,,,,,,
06202,山形県,,米沢市,米沢市,,,,,,,,,,,,,,,,
06203,山形県,,鶴岡市,鶴岡市,,,,,,,,,,,,,,,,
06204,山形県,,酒田市,酒田市,,,,,,,,,,,,,,,,
06205,山形県,,新庄市,新庄市,,,,,,,,,,,,,,,,
06206,山形県,,寒河江市,寒河江市,,,,,,,,,,,,,,,,
06207,山形県,,上山市,上山市,,,,,,,,,,,,,,,,
06208,山形県,,村山市,村山市,,,,,,,,,,,,,,,,
06209,山形県,,長井市,長井市,,,,,,,,,,,,,,,,
06210,山形県,,天童市,天童市,,,,,,,,,,,,,,,,
06211,山形県,,東根市,東根市,,,,,,,,,,,,,,,,
06212,山形県,,尾花沢市,尾花沢市,,,,,,,,,,,,,,,,
06213,山形県,,南陽市,南陽市,,,,,,,,,,,,,,,,
06300,山形県,東村山郡,,東村山郡,,,,,,,,,,,,,,,,
06301,山形県,東村山郡,山辺町,東村山郡山辺町,,,,,,,,,,,,,,,,
06302,山形県,東村山郡,中山町,東村山郡中山町,,,,,,,,,,,,,,,,
06320,山形県,西村山郡,,西村山郡,,,,,,,,,,,,,,,,
06321,山形県,西村山郡,河北町,西村山郡河北町,,,,,,,,,,,,,,,,
06322,山形県,西村山郡,西川町,西村山郡西川町,,,,,,,,,,,,,,,,
06323,山形県,西村山郡,朝日町,西村山郡朝日町,,,,,,,,,,,,,,,,
06324,山形県,西村山郡,大江町,西村山郡大江町,,,,,,,,,,,,,,,,
06340,山形県,北村山郡,,北村山郡,,,,,,,,,,,,,,,,
06341,山形県,北村山郡,大石田町,北村山郡大石田町,,,,,,,,,,,,,,,,
06360,山形県,最上郡,,最上郡,,,,,,,,,,,,,,,,
06361,山形県,最上郡,金山町,最上郡金山町,,,,,,,,,,,,,,,,
06362,山形県,最上郡,最上町,最上郡最上町,,,,,,,,,,,,,,,,
06363,山形県,最上郡,舟形町,最上郡舟形町,,,,,,,,,,,,,,,,
06364,山形県,最上郡,真室川町,最上郡真室川町,,,,,,,,,,,,,,,,
06365,山形県,最上郡,大蔵村,最上郡大蔵村,,,,,,,,,,,,,,,,
06366,山形県,最上郡,鮭川村,最上郡鮭川村,,,,,,,,,,,,,,,,
06367,山形県,最上郡,戸沢村,最上郡戸沢村,,,,,,,,,,,,,,,,
06380,山形県,東置賜郡,,東置賜郡,,,,,,,,,,,,,,,,
06381,山形県,東置賜郡,高畠町,東置賜郡高畠町,,,,,,,,,,,,,,,,
06382,山形県,東置賜郡,川西町,東置賜郡川西町,,,,,,,,,,,,,,,,
06400,山形県,西置賜郡,,西置賜郡,,,,,,,,,,,,,,,,
06401,山形県,西置賜郡,小国町,西置賜郡小国町,,,,,,,,,,,,,,,,
06402,山形県,西置賜郡,白鷹町,西置賜郡白鷹町,,,,,,,,,,,,,,,,
06403,山形県,西置賜郡,飯豊町,西置賜郡飯豊町,,,,,,,,,,,,,,,,
06420,山形県,東田川郡,,東田川郡,,,,,,,,,,,,,,,,
06426,山形県,東田川郡,三川町,東田川郡三川町,,,,,,,,,,,,,,,,
06428,山形県,東田川郡,庄内町,東田川郡庄内町,,,,,,,,,,,,,,,,
06460,山形県,飽海郡,,飽海郡,,,,,,,,,,,,,,,,
06461,山形県,飽海郡,遊佐町,飽海郡遊佐町,,,,,,,,,,,,,,,,
07201,福島県,,福島市,福島市,,,,,,,,,,,,,,,,
07202,福島県,,会津若松市,会津若松市,,,,,,,,,,,,,,,,
07203,福島県,,郡山市,郡山市,,,,,,,,,,,,,,,,
07204,福島県,,いわき市,いわき市,,,,,,,,,,,,,,,,
07205,福島県,,白河市,白河市,,,,,,,,,,,,,,,,
07207,福島県,,須賀川市,須賀川市,,,,,,,,,,,,,,,,
07208,福島県,,喜多方市,喜多方市,,,,,,,,,,,,,,,,
07209,福島県,,相馬市,相馬市,,,,,,,,,,,,,,,,
07210,福島県,,二本松市,二本松市,,,,,,,,,,,,,,,,
07211,福島県,,田村市,田村市,,,,,,,,,,,,,,,,
07212,福島県,,南相馬市,南相馬市,,,,,,,,,,,,,,,,
07213,福島県,,伊達市,伊達市,,,,,,,,,,,,,,,,
07214,福島県,,本宮市,本宮市,,,,,,,,,,,,,,,,
07300,福島県,伊達郡,,伊達郡,,,,,,,,,,,,,,,,
07301,福島県,伊達郡,桑折町,伊達郡桑折町,,,,,,,,,,,,,,,,
07303,福島県,伊達郡,国見町,伊達郡国見町,,,,,,,,,,,,,,,,
07308,福島県,伊達郡,川俣町,伊達郡川俣町,,,,,,,,,,,,,,,,
07309,福島県,伊達郡,飯野町,伊達郡飯野町,,,,,,,,,,,,,,,,
07320,福島県,安達郡,,安達郡,,,,,,,,,,,,,,,,
07322,福島県,安達郡,大玉村,安達郡大玉村,,,,,,,,,,,,,,,,
07340,福島県,岩瀬郡,,岩瀬郡,,,,,,,,,,,,,,,,
07342,福島県,岩瀬郡,鏡石町,岩瀬郡鏡石町,,,,,,,,,,,,,,,,
07344,福島県,岩瀬郡,天栄村,岩瀬郡天栄村,,,,,,,,,,,,,,,,
07360,福島県,南会津郡,,南会津郡,,,,,,,,,,,,,,,,
07362,福島県,南会津郡,下郷町,南会津郡下郷町,,,,,,,,,,,,,,,,
07364,福島県,南会津郡,檜枝岐村,南会津郡檜枝岐村,,,,,,,,,,,,,,,,
07367,福島県,南会津郡,只見町,南会津郡只見町,,,,,,,,,,,,,,,,
07368,福島県,南会津郡,南会津町,南会津郡南会津町,,,,,,,,,,,,,,,,
07400,福島県,耶麻郡,,耶麻郡,,,,,,,,,,,,,,,,
07402,福島県,耶麻郡,北塩原村,耶麻郡北塩原村,,,,,,,,,,,,,,,,
07405,福島県,耶麻郡,西会津町,耶麻郡西会津町,,,,,,,,,,,,,,,,
07407,福島県,耶麻郡,磐梯町,耶麻郡磐梯町,,,,,,,,,,,,,,,,
07408,福島県,耶麻郡,猪苗代町,耶麻郡猪苗代町,,,,,,,,,,,,,,,,
07420,福島県,河沼郡,,河沼郡,,,,,,,,,,,,,,,,
07421,福島県,河沼郡,会津坂下町,河沼郡会津坂下町,,,,,,,,,,,,,,,,
07422,福島県,河沼郡,湯川村,河沼郡湯川村,,,,,,,,,,,,,,,,
07423,福島県,河沼郡,柳津町,河沼郡柳津町,,,,,,,,,,,,,,,,
07440,福島県,大沼郡,,大沼郡,,,,,,,,,,,,,,,,
07444,福島県,大沼郡,三島町,大沼郡三島町,,,,,,,,,,,,,,,,
07445,福島県,大沼郡,金山町,大沼郡金山町,,,,,,,,,,,,,,,,
07446,福島県,大沼郡,昭和村,大沼郡昭和村,,,,,,,,,,,,,,,,
07447,福島県,大沼郡,会津美里町,大沼郡会津美里町,,,,,,,,,,,,,,,,
07460,福島県,西白河郡,,西白河郡,,,,,,,,,,,,,,,,
07461,福島県,西白河郡,西郷村,西白河郡西郷村,,,,,,,,,,,,,,,,
07464,福島県,西白河郡,泉崎村,西白河郡泉崎村,,,,,,,,,,,,,,,,
07465,福島県,西白河郡,中島村,西白河郡中島村,,,,,,,,,,,,,,,,
07466,福島県,西白河郡,矢吹町,西白河郡矢吹町,,,,,,,,,,,,,,,,
07480,福島県,東白川郡,,東白川郡,,,,,,,,,,,,,,,,
07481,福島県,東白川郡,棚倉町,東白川郡棚倉町,,,,,,,,,,,,,,,,
07482,福島県,東白川郡,矢祭町,東白川郡矢祭町,,,,,,,,,,,,,,,,
07483,福島県,東白川郡,塙町,東白川郡塙町,,,,,,,,,,,,,,,,
07484,福島県,東白川郡,鮫川村,東白川郡鮫川村,,,,,,,,,,,,,,,,
07500,福島県,石川郡,,石川郡,,,,,,,,,,,,,,,,
07501,福島県,石川郡,石川町,石川郡石川町,,,,,,,,,,,,,,,,
07502,福島県,石川郡,玉川村,石川郡玉川村,,,,,,,,,,,,,,,,
07503,福島県,石川郡,平田村,石川郡平田村,,,,,,,,,,,,,,,,
07504,福島県,石川郡,浅川町,石川郡浅川町,,,,,,,,,,,,,,,,
07505,福島県,石川郡,古殿町,石川郡古殿町,,,,,,,,,,,,,,,,
07520,福島県,田村郡,,田村郡,,,,,,,,,,,,,,,,
07521,福島県,田村郡,三春町,田村郡三春町,,,,,,,,,,,,,,,,
07522,福島県,田村郡,小野町,田村郡小野町,,,,,,,,,,,,,,,,
07540,福島県,双葉郡,,双葉郡,,,,,,,,,,,,,,,,
07541,福島県,双葉郡,広野町,双葉郡広野町,,,,,,,,,,,,,,,,
07542,福島県,双葉郡,楢葉町,双葉郡楢葉町,,,,,,,,,,,,,,,,
07543,福島県,双葉郡,富岡町,双葉郡富岡町,,,,,,,,,,,,,,,,
07544,福島県,双葉郡,川内村,双葉郡川内村,,,,,,,,,,,,,,,,
07545,福島県,双葉郡,大熊町,双葉郡大熊町,,,,,,,,,,,,,,,,
07546,福島県,双葉郡,双葉町,双葉郡双葉町,,,,,,,,,,,,,,,,
07547,福島県,双葉郡,浪江町,双葉郡浪江町,,,,,,,,,,,,,,,,
07548,福島県,双葉郡,葛尾村,双葉郡葛尾村,,,,,,,,,,,,,,,,
07560,福島県,相馬郡,,相馬郡,,,,,,,,,,,,,,,,
07561,福島県,相馬郡,新地町,相馬郡新地町,,,,,,,,,,,,,,,,
07564,福島県,相馬郡,飯舘村,相馬郡飯舘村,,,,,,,,,,,,,,,,
08201,茨城県,,水戸市,水戸市,,,,,,,,,,,,,,,,
08202,茨城県,,日立市,日立市,,,,,,,,,,,,,,,,
08203,茨城県,,土浦市,土浦市,,,,,,,,,,,,,,,,
08204,茨城県,,古河市,古河市,,,,,,,,,,,,,,,,
08205,茨城県,,石岡市,石岡市,,,,,,,,,,,,,,,,
08207,茨城県,,結城市,結城市,,,,,,,,,,,,,,,,
08208,茨城県,,龍ケ崎市,龍ケ崎市,,,,,,,,,,,,,,,,
08210,茨城県,,下妻市,下妻市,,,,,,,,,,,,,,,,
08211,茨城県,,常総市,常総市,,,,,,,,,,,,,,,,
08212,茨城県,,常陸太田市,常陸太田市,,,,,,,,,,,,,,,,
08214,茨城県,,高萩市,高萩市,,,,,,,,,,,,,,,,
08215,茨城県,,北茨城市,北茨城市,,,,,,,,,,,,,,,,
08216,茨城県,,笠間市,笠間市,,,,,,,,,,,,,,,,
08217,茨城県,,取手市,取手市,,,,,,,,,,,,,,,,
08219,茨城県,,牛久市,牛久市,,,,,,,,,,,,,,,,
08220,茨城県,,つくば市,つくば市,,,,,,,,,,,,,,,,
08221,茨城県,,ひたちなか市,ひたちなか市,,,,,,,,,,,,,,,,
08222,茨城県,,鹿嶋市,鹿嶋市,,,,,,,,,,,,,,,,
08223,茨城県,,潮来市,潮来市,,,,,,,,,,,,,,,,
08224,茨城県,,守谷市,守谷市,,,,,,,,,,,,,,,,
08225,茨城県,,常陸大宮市,常陸大宮市,,,,,,,,,,,,,,,,
08226,茨城県,,那珂市,那珂市,,,,,,,,,,,,,,,,
08227,茨城県,,筑西市,筑西市,,,,,,,,,,,,,,,,
08228,茨城県,,坂東市,坂東市,,,,,,,,,,,,,,,,
08229,茨城県,,稲敷市,稲敷市,,,,,,,,,,,,,,,,
08230,茨城県,,かすみがうら市,かすみがうら市,,,,,,,,,,,,,,,,
08231,茨城県,,桜川市,桜川市,,,,,,,,,,,,,,,,
08232,茨城県,,神栖市,神栖市,,,,,,,,,,,,,,,,
08233,茨城県,,行方市,行方市,,,,,,,,,,,,,,,,
08234,茨城県,,鉾田市,鉾田市,,,,,,,,,,,,,,,,
08235,茨城県,,つくばみらい市,つくばみらい市,,,,,,,,,,,,,,,,
08236,茨城県,,小美玉市,小美玉市,,,,,,,,,,,,,,,,
08300,茨城県,東茨城郡,,東茨城郡,,,,,,,,,,,,,,,,
08302,茨城県,東茨城郡,茨城町,東茨城郡茨城町,,,,,,,,,,,,,,,,
08309,茨城県,東茨城郡,大洗町,東茨城郡大洗町,,,,,,,,,,,,,,,,
08310,茨城県,東茨城郡,城里町,東茨城郡城里町,,,,,,,,,,,,,,,,
08340,茨城県,那珂郡,,那珂郡,,,,,,,,,,,,,,,,
08341,茨城県,那珂郡,東海村,那珂郡東海村,,,,,,,,,,,,,,,,
08360,茨城県,久慈郡,,久慈郡,,,,,,,,,,,,,,,,
08364,茨城県,久慈郡,大子町,久慈郡大子町,,,,,,,,,,,,,,,,
08440,茨城県,稲敷郡,,稲敷郡,,,,,,,,,,,,,,,,
08442,茨城県,稲敷郡,美浦村,稲敷郡美浦村,,,,,,,,,,,,,,,,
08443,茨城県,稲敷郡,阿見町,稲敷郡阿見町,,,,,,,,,,,,,,,,
08447,茨城県,稲敷郡,河内町,稲敷郡河内町,,,,,,,,,,,,,,,,
08520,茨城県,結城郡,,結城郡,,,,,,,,,,,,,,,,
08521,茨城県,結城郡,八千代町,結城郡八千代町,,,,,,,,,,,,,,,,
08540,茨城県,猿島郡,,猿島郡,,,,,,,,,,,,,,,,
08542,茨城県,猿島郡,五霞町,猿島郡五霞町,,,,,,,,,,,,,,,,
08546,茨城県,猿島郡,境町,猿島郡境町,,,,,,,,,,,,,,,,
08560,茨城県,北相馬郡,,北相馬郡,,,,,,,,,,,,,,,,
08564,茨城県,北相馬郡,利根町,北相馬郡利根町,,,,,,,,,,,,,,,,
09201,栃木県,,宇都宮市,宇都宮市,,,,,,,,,,,,,,,,
09202,栃木県,,足利市,足利市,,,,,,,,,,,,,,,,
09203,栃木県,,栃木市,栃木市,,,,,,,,,,,,,,,,
09204,栃木県,,佐野市,佐野市,,,,,,,,,,,,,,,,
09205,栃木県,,鹿沼市,鹿沼市,,,,,,,,,,,,,,,,
09206,栃木県,,日光市,日光市,,,,,,,,,,,,,,,,
09208,栃木県,,小山市,小山市,,,,,,,,,,,,,,,,
09209,栃木県,,真岡市,真岡市,,,,,,,,,,,,,,,,
09210,栃木県,,大田原市,大田原市,,,,,,,,,,,,,,,,
09211,栃木県,,矢板市,矢板市,,,,,,,,,,,,,,,,
09213,栃木県,,那須塩原市,那須塩原市,,,,,,,,,,,,,,,,
09214,栃木県,,さくら市,さくら市,,,,,,,,,,,,,,,,
09215,栃木県,,那須烏山市,那須烏山市,,,,,,,,,,,,,,,,
09216,栃木県,,下野市,下野市,,,,,,,,,,,,,,,,
09300,栃木県,河内郡,,河内郡,,,,,,,,,,,,,,,,
09301,栃木県,河内郡,上三川町,河内郡上三川町,,,,,,,,,,,,,,,,
09320,栃木県,上都賀郡,,上都賀郡,,,,,,,,,,,,,,,,
09321,栃木県,上都賀郡,西方町,上都賀郡西方町,,,,,,,,,,,,,,,,
09340,栃木県,芳賀郡,,芳賀郡,,,,,,,,,,,,,,,,
09341,栃木県,芳賀郡,二宮町,芳賀郡二宮町,,,,,,,,,,,,,,,,
09342,栃木県,芳賀郡,益子町,芳賀郡益子町,,,,,,,,,,,,,,,,
09343,栃木県,芳賀郡,茂木町,芳賀郡茂木町,,,,,,,,,,,,,,,,
09344,栃木県,芳賀郡,市貝町,芳賀郡市貝町,,,,,,,,,,,,,,,,
09345,栃木県,芳賀郡,芳賀町,芳賀郡芳賀町,,,,,,,,,,,,,,,,
09360,栃木県,下都賀郡,,下都賀郡,,,,,,,,,,,,,,,,
09361,栃木県,下都賀郡,壬生町,下都賀郡壬生町,,,,,,,,,,,,,,,,
09364,栃木県,下都賀郡,野木町,下都賀郡野木町,,,,,,,,,,,,,,,,
09365,栃木県,下都賀郡,大平町,下都賀郡大平町,,,,,,,,,,,,,,,,
09366,栃木県,下都賀郡,藤岡町,下都賀郡藤岡町,,,,,,,,,,,,,,,,
09367,栃木県,下都賀郡,岩舟町,下都賀郡岩舟町,,,,,,,,,,,,,,,,
09368,栃木県,下都賀郡,都賀町,下都賀郡都賀町,,,,,,,,,,,,,,,,
09380,栃木県,塩谷郡,,塩谷郡,,,,,,,,,,,,,,,,
09384,栃木県,塩谷郡,塩谷町,塩谷郡塩谷町,,,,,,,,,,,,,,,,
09386,栃木県,塩谷郡,高根沢町,塩谷郡高根沢町,,,,,,,,,,,,,,,,
09400,栃木県,那須郡,,那須郡,,,,,,,,,,,,,,,,
09407,栃木県,那須郡,那須町,那須郡那須町,,,,,,,,,,,,,,,,
09411,栃木県,那須郡,那珂川町,那須郡那珂川町,,,,,,,,,,,,,,,,
10201,群馬県,,前橋市,前橋市,,,,,,,,,,,,,,,,
10202,群馬県,,高崎市,高崎市,,,,,,,,,,,,,,,,
10203,群馬県,,桐生市,桐生市,,,,,,,,,,,,,,,,
10204,群馬県,,伊勢崎市,伊勢崎市,,,,,,,,,,,,,,,,
10205,群馬県,,太田市,太田市,,,,,,,,,,,,,,,,
10206,群馬県,,沼田市,沼田市,,,,,,,,,,,,,,,,
10207,群馬県,,館林市,館林市,,,,,,,,,,,,,,,,
10208,群馬県,,渋川市,渋川市,,,,,,,,,,,,,,,,
10209,群馬県,,藤岡市,藤岡市,,,,,,,,,,,,,,,,
10210,群馬県,,富岡市,富岡市,,,,,,,,,,,,,,,,
10211,群馬県,,安中市,安中市,,,,,,,,,,,,,,,,
10212,群馬県,,みどり市,みどり市,,,,,,,,,,,,,,,,
10300,群馬県,勢多郡,,勢多郡,,,,,,,,,,,,,,,,
10303,群馬県,勢多郡,富士見村,勢多郡富士見村,,,,,,,,,,,,,,,,
10340,群馬県,北群馬郡,,北群馬郡,,,,,,,,,,,,,,,,
10344,群馬県,北群馬郡,榛東村,北群馬郡榛東村,,,,,,,,,,,,,,,,
10345,群馬県,北群馬郡,吉岡町,北群馬郡吉岡町,,,,,,,,,,,,,,,,
10360,群馬県,多野郡,,多野郡,,,,,,,,,,,,,,,,
10363,群馬県,多野郡,吉井町,多野郡吉井町,,,,,,,,,,,,,,,,
10366,群馬県,多野郡,上野村,多野郡上野村,,,,,,,,,,,,,,,,
10367,群馬県,多野郡,神流町,多野郡神流町,,,,,,,,,,,,,,,,
10380,群馬県,甘楽郡,,甘楽郡,,,,,,,,,,,,,,,,
10382,群馬県,甘楽郡,下仁田町,甘楽郡下仁田町,,,,,,,,,,,,,,,,
10383,群馬県,甘楽郡,南牧村,甘楽郡南牧村,,,,,,,,,,,,,,,,
10384,群馬県,甘楽郡,甘楽町,甘楽郡甘楽町,,,,,,,,,,,,,,,,
10420,群馬県,吾妻郡,,吾妻郡,,,,,,,,,,,,,,,,
10421,群馬県,吾妻郡,中之条町,吾妻郡中之条町,,,,,,,,,,,,,,,,
10424,群馬県,吾妻郡,長野原町,吾妻郡長野原町,,,,,,,,,,,,,,,,
10425,群馬県,吾妻郡,嬬恋村,吾妻郡嬬恋村,,,,,,,,,,,,,,,,
10426,群馬県,吾妻郡,草津町,吾妻郡草津町,,,,,,,,,,,,,,,,
10427,群馬県,吾妻郡,六合村,吾妻郡六合村,,,,,,,,,,,,,,,,
10428,群馬県,吾妻郡,高山村,吾妻郡高山村,,,,,,,,,,,,,,,,
10429,群馬県,吾妻郡,東吾妻町,吾妻郡東吾妻町,,,,,,,,,,,,,,,,
10440,群馬県,利根郡,,利根郡,,,,,,,,,,,,,,,,
10443,群馬県,利根郡,片品村,利根郡片品村,,,,,,,,,,,,,,,,
10444,群馬県,利根郡,川場村,利根郡川場村,,,,,,,,,,,,,,,,
10448,群馬県,利根郡,昭和村,利根郡昭和村,,,,,,,,,,,,,,,,
10449,群馬県,利根郡,みなかみ町,利根郡みなかみ町,,,,,,,,,,,,,,,,
10460,群馬県,佐波郡,,佐波郡,,,,,,,,,,,,,,,,
10464,群馬県,佐波郡,玉村町,佐波郡玉村町,,,,,,,,,,,,,,,,
10520,群馬県,邑楽郡,,邑楽郡,,,,,,,,,,,,,,,,
10521,群馬県,邑楽郡,板倉町,邑楽郡板倉町,,,,,,,,,,,,,,,,
10522,群馬県,邑楽郡,明和町,邑楽郡明和町,,,,,,,,,,,,,,,,
10523,群馬県,邑楽郡,千代田町,邑楽郡千代田町,,,,,,,,,,,,,,,,
10524,群馬県,邑楽郡,大泉町,邑楽郡大泉町,,,,,,,,,,,,,,,,
10525,群馬県,邑楽郡,邑楽町,邑楽郡邑楽町,,,,,,,,,,,,,,,,
11100,埼玉県,さいたま市,,さいたま市,,,,,,,,,,,,,,,,
11101,埼玉県,さいたま市,西区,さいたま市西区,,,,,,,,,,,,,,,,
11102,埼玉県,さいたま市,北区,さいたま市北区,,,,,,,,,,,,,,,,
11103,埼玉県,さいたま市,大宮区,さいたま市大宮区,,,,,,,,,,,,,,,,
11104,埼玉県,さいたま市,見沼区,さいたま市見沼区,,,,,,,,,,,,,,,,
11105,埼玉県,さいたま市,中央区,さいたま市中央区,,,,,,,,,,,,,,,,
11106,埼玉県,さいたま市,桜区,さいたま市桜区,,,,,,,,,,,,,,,,
11107,埼玉県,さいたま市,浦和区,さいたま市浦和区,,,,,,,,,,,,,,,,
11108,埼玉県,さいたま市,南区,さいたま市南区,,,,,,,,,,,,,,,,
11109,埼玉県,さいたま市,緑区,さいたま市緑区,,,,,,,,,,,,,,,,
11110,埼玉県,さいたま市,岩槻区,さいたま市岩槻区,,,,,,,,,,,,,,,,
11201,埼玉県,,川越市,川越市,,,,,,,,,,,,,,,,
11202,埼玉県,,熊谷市,熊谷市,,,,,,,,,,,,,,,,
11203,埼玉県,,川口市,川口市,,,,,,,,,,,,,,,,
11206,埼玉県,,行田市,行田市,,,,,,,,,,,,,,,,
11207,埼玉県,,秩父市,秩父市,,,,,,,,,,,,,,,,
11208,埼玉県,,所沢市,所沢市,,,,,,,,,,,,,,,,
11209,埼玉県,,飯能市,飯能市,,,,,,,,,,,,,,,,
11210,埼玉県,,加須市,加須市,,,,,,,,,,,,,,,,
11211,埼玉県,,本庄市,本庄市,,,,,,,,,,,,,,,,
11212,埼玉県,,東松山市,東松山市,,,,,,,,,,,,,,,,
11214,埼玉県,,春日部市,春日部市,,,,,,,,,,,,,,,,
11215,埼玉県,,狭山市,狭山市,,,,,,,,,,,,,,,,
11216,埼玉県,,羽生市,羽生市,,,,,,,,,,,,,,,,
11217,埼玉県,,鴻巣市,鴻巣市,,,,,,,,,,,,,,,,
11218,埼玉県,,深谷市,深谷市,,,,,,,,,,,,,,,,
11219,埼玉県,,上尾市,上尾市,,,,,,,,,,,,,,,,
11221,埼玉県,,草加市,草加市,,,,,,,,,,,,,,,,
11222,埼玉県,,越谷市,越谷市,,,,,,,,,,,,,,,,
11223,埼玉県,,蕨市,蕨市,,,,,,,,,,,,,,,,
11224,埼玉県,,戸田市,戸田市,,,,,,,,,,,,,,,,
11225,埼玉県,,入間市,入間市,,,,,,,,,,,,,,,,
11226,埼玉県,,鳩ケ谷市,鳩ケ谷市,,,,,,,,,,,,,,,,
11227,埼玉県,,朝霞市,朝霞市,,,,,,,,,,,,,,,,
