"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"20590","長野県","上水内郡","かみみのちぐん","飯綱町","いいづなまち","2005-10-01","有"
"20600","長野県","下水内郡","しもみのちぐん","","","",""
"20602","長野県","下水内郡","しもみのちぐん","栄村","さかえむら","",""
"21201","岐阜県","","","岐阜市","ぎふし","2006-01-01","有"
"21202","岐阜県","","","大垣市","おおがきし","2006-03-27","有"
"21203","岐阜県","","","高山市","たかやまし","2005-02-01","有"
"21204","岐阜県","","","多治見市","たじみし","2006-01-23","有"
"21205","岐阜県","","","関市","せきし","2005-02-07","有"
"21206","岐阜県","","","中津川市","なかつがわし","2005-02-13","有"
"21207","岐阜県","","","美濃市","みのし","1987-07-01","有"
"21208","岐阜県","","","瑞浪市","みずなみし","1990-06-01","有"
"21209","岐阜県","","","羽島市","はしまし","1992-11-01","有"
"21210","岐阜県","","","恵那市","えなし","2004-10-25","有"
"21211","岐阜県","","","美濃加茂市","みのかもし","1989-06-01","有"
"21212","岐阜県","","","土岐市","ときし","",""
"21213","岐阜県","","","各務原市","かかみがはらし","2004-11-01","有"
"21214","岐阜県","","","可児市","かにし","2005-05-01","有"
"21215","岐阜県","","","山県市","やまがたし","2003-04-01","有"
"21216","岐阜県","","","瑞穂市","みずほし","2003-05-01","有"
"21217","岐阜県","","","飛騨市","ひだし","2004-02-01","有"
"21218","岐阜県","","","本巣市","もとすし","2004-02-01","有"
"21219","岐阜県","","","郡上市","ぐじょうし","2004-03-01","有"
"21220","岐阜県","","","下呂市","げろし","2004-03-01","有"
"21221","岐阜県","","","海津市","かいづし","2005-03-28","有"
"21300","岐阜県","羽島郡","はしまぐん","","","",""
"21302","岐阜県","羽島郡","はしまぐん","岐南町","ぎなんちょう","1979-04-01","有"
"21303","岐阜県","羽島郡","はしまぐん","笠松町","かさまつちょう","1986-02-01","有"
"21340","岐阜県","養老郡","ようろうぐん","","","",""
"21341","岐阜県","養老郡","ようろうぐん","養老町","ようろうちょう","2003-06-01","有"
"21360","岐阜県","不破郡","ふわぐん","","","",""
"21361","岐阜県","不破郡","ふわぐん","垂井町","たるいちょう","1985-12-01","有"
"21362","岐阜県","不破郡","ふわぐん","関ケ原町","せきがはらちょう","1984-06-01","有"
"21380","岐阜県","安八郡","あんぱちぐん","","","",""
"21381","岐阜県","安八郡","あんぱちぐん","神戸町","ごうどちょう","2006-02-01","有"
"21382","岐阜県","安八郡","あんぱちぐん","輪之内町","わのうちちょう","2000-03-01","有"
"21383","岐阜県","安八郡","あんぱちぐん","安八町","あんぱちちょう","2001-06-01","有"
"21400","岐阜県","揖斐郡","いびぐん","","","",""
"21401","岐阜県","揖斐郡","いびぐん","揖斐川町","いびがわちょう","2005-01-31","有"
"21403","岐阜県","揖斐郡","いびぐん","大野町","おおのちょう","1998-03-01","有"
"21404","岐阜県","揖斐郡","いびぐん","池田町","いけだちょう","2006-02-01","有"
"21420","岐阜県","本巣郡","もとすぐん","","","",""
"21421","岐阜県","本巣郡","もとすぐん","北方町","きたがたちょう","1989-06-01","有"
"21500","岐阜県","加茂郡","かもぐん","","","",""
"21501","岐阜県","加茂郡","かもぐん","坂祝町","さかほぎちょう","1985-12-01","有"
"21502","岐阜県","加茂郡","かもぐん","富加町","とみかちょう","1988-12-01","有"
"21503","岐阜県","加茂郡","かもぐん","川辺町","かわべちょう","1989-03-01","有"
"21504","岐阜県","加茂郡","かもぐん","七宗町","ひちそうちょう","1971-04-01","有"
"21505","岐阜県","加茂郡","かもぐん","八百津町","やおつちょう","1989-06-01","有"
"21506","岐阜県","加茂郡","かもぐん","白川町","しらかわちょう","",""
"21507","岐阜県","加茂郡","かもぐん","東白川村","ひがししらかわむら","",""
"21520","岐阜県","可児郡","かにぐん","","","",""
"21521","岐阜県","可児郡","かにぐん","御嵩町","みたけちょう","2002-12-01","有"
"21600","岐阜県","大野郡","おおのぐん","","","",""
"21604","岐阜県","大野郡","おおのぐん","白川村","しらかわむら","",""
"22100","静岡県","静岡市","しずおかし","","","2005-04-01","有"
"22101","静岡県","静岡市","しずおかし","葵区","あおいく","2005-04-01","有"
"22102","静岡県","静岡市","しずおかし","駿河区","するがく","2005-04-01","有"
"22103","静岡県","静岡市","しずおかし","清水区","しみずく","2006-03-31","有"
"22130","静岡県","浜松市","はままつし","","","2007-04-01","有"
"22131","静岡県","浜松市","はままつし","中区","なかく","2007-04-01","有"
"22132","静岡県","浜松市","はままつし","東区","ひがしく","2007-04-01","有"
"22133","静岡県","浜松市","はままつし","西区","にしく","2007-04-01","有"
"22134","静岡県","浜松市","はままつし","南区","みなみく","2007-04-01","有"
"22135","静岡県","浜松市","はままつし","北区","きたく","2007-04-01","有"
"22136","静岡県","浜松市","はままつし","浜北区","はまきたく","2007-04-01","有"
"22137","静岡県","浜松市","はままつし","天竜区","てんりゅうく","2007-04-01","有"
"22203","静岡県","","","沼津市","ぬまづし","2005-04-01","有"
"22205","静岡県","","","熱海市","あたみし","",""
"22206","静岡県","","","三島市","みしまし","1991-04-01","有"
"22207","静岡県","","","富士宮市","ふじのみやし","","有"
"22208","静岡県","","","伊東市","いとうし","",""
"22209","静岡県","","","島田市","しまだし","2005-05-05","有"
"22210","静岡県","","","富士市","ふじし","2001-04-01","有"
"22211","静岡県","","","磐田市","いわたし","2005-04-01","有"
"22212","静岡県","","","焼津市","やいづし","1978-10-01","有"
"22213","静岡県","","","掛川市","かけがわし","2005-04-01","有"
"22214","静岡県","","","藤枝市","ふじえだし","2006-01-24","有"
"22215","静岡県","","","御殿場市","ごてんばし","2004-09-03","有"
"22216","静岡県","","","袋井市","ふくろいし","2005-04-01","有"
"22219","静岡県","","","下田市","しもだし","1971-01-01","有"
"22220","静岡県","","","裾野市","すそのし","1971-01-01","有"
"22221","静岡県","","","湖西市","こさいし","1990-06-01","有"
"22222","静岡県","","","伊豆市","いずし","2004-04-01","有"
"22223","静岡県","","","御前崎市","おまえざきし","2004-04-01","有"
"22224","静岡県","","","菊川市","きくがわし","2005-01-17","有"
"22225","静岡県","","","伊豆の国市","いずのくにし","2005-04-01","有"
"22226","静岡県","","","牧之原市","まきのはらし","2005-10-11","有"
"22300","静岡県","賀茂郡","かもぐん","","","",""
"22301","静岡県","賀茂郡","かもぐん","東伊豆町","ひがしいずちょう","",""
"22302","静岡県","賀茂郡","かもぐん","河津町","かわづちょう","",""
"22304","静岡県","賀茂郡","かもぐん","南伊豆町","みなみいずちょう","",""
"22305","静岡県","賀茂郡","かもぐん","松崎町","まつざきちょう","",""
"22306","静岡県","賀茂郡","かもぐん","西伊豆町","にしいずちょう","2005-04-01","有"
"22320","静岡県","田方郡","たがたぐん","","","",""
"22325","静岡県","田方郡","たがたぐん","函南町","かんなみちょう","1996-08-01","有"
"22340","静岡県","駿東郡","すんとうぐん","","","",""
"22341","静岡県","駿東郡","すんとうぐん","清水町","しみずちょう","",""
"22342","静岡県","駿東郡","すんとうぐん","長泉町","ながいずみちょう","",""
"22344","静岡県","駿東郡","すんとうぐん","小山町","おやまちょう","2004-09-03","有"
"22360","静岡県","富士郡","ふじぐん","","","","有"
"22361","静岡県","富士郡","ふじぐん","芝川町","しばかわちょう","","有"
"22380","静岡県","庵原郡","いはらぐん","","","","有"
"22381","静岡県","庵原郡","いはらぐん","富士川町","ふじかわちょう","","有"
"22383","静岡県","庵原郡","いはらぐん","由比町","ゆいちょう","","有"
"22400","静岡県","志太郡","しだぐん","","","","有"
"22401","静岡県","志太郡","しだぐん","岡部町","おかべちょう","2006-01-24","有"
"22402","静岡県","志太郡","しだぐん","大井川町","おおいがわちょう","1976-06-01","有"
"22420","静岡県","榛原郡","はいばらぐん","","","",""
"22424","静岡県","榛原郡","はいばらぐん","吉田町","よしだちょう","1977-12-01","有"
"22426","静岡県","榛原郡","はいばらぐん","川根町","かわねちょう","","有"
"22429","静岡県","榛原郡","はいばらぐん","川根本町","かわねほんちょう","2005-09-20","有"
"22460","静岡県","周智郡","しゅうちぐん","","","",""
"22461","静岡県","周智郡","しゅうちぐん","森町","もりまち","1983-03-01","有"
"22500","静岡県","浜名郡","はまなぐん","","","","有"
"22503","静岡県","浜名郡","はまなぐん","新居町","あらいちょう","1990-06-01","有"
"23100","愛知県","名古屋市","なごやし","","","2003-07-29","有"
"23101","愛知県","名古屋市","なごやし","千種区","ちくさく","1975-02-01","有"
"23102","愛知県","名古屋市","なごやし","東区","ひがしく","",""
"23103","愛知県","名古屋市","なごやし","北区","きたく","",""
"23104","愛知県","名古屋市","なごやし","西区","にしく","",""
"23105","愛知県","名古屋市","なごやし","中村区","なかむらく","",""
"23106","愛知県","名古屋市","なごやし","中区","なかく","",""
"23107","愛知県","名古屋市","なごやし","昭和区","しょうわく","1975-02-01","有"
"23108","愛知県","名古屋市","なごやし","瑞穂区","みずほく","",""
"23109","愛知県","名古屋市","なごやし","熱田区","あつたく","",""
"23110","愛知県","名古屋市","なごやし","中川区","なかがわく","",""
"23111","愛知県","名古屋市","なごやし","港区","みなとく","",""
"23112","愛知県","名古屋市","なごやし","南区","みなみく","",""
"23113","愛知県","名古屋市","なごやし","守山区","もりやまく","",""
"23114","愛知県","名古屋市","なごやし","緑区","みどりく","",""
"23115","愛知県","名古屋市","なごやし","名東区","めいとうく","1975-02-01","有"
"23116","愛知県","名古屋市","なごやし","天白区","てんぱくく","1975-02-01","有"
"23201","愛知県","","","豊橋市","とよはしし","1999-04-01","有"
"23202","愛知県","","","岡崎市","おかざきし","2006-04-01","有"
"23203","愛知県","","","一宮市","いちのみやし","2005-04-01","有"
"23204","愛知県","","","瀬戸市","せとし","","有"
"23205","愛知県","","","半田市","はんだし","1995-09-01","有"
"23206","愛知県","","","春日井市","かすがいし","2001-04-01","有"
"23207","愛知県","","","豊川市","とよかわし","2006-02-01","有"
"23208","愛知県","","","津島市","つしまし","1996-07-01","有"
"23209","愛知県","","","碧南市","へきなんし","1977-12-01","有"
"23210","愛知県","","","刈谷市","かりやし","1994-05-01","有"
"23211","愛知県","","","豊田市","とよたし","2005-04-01","有"
"23212","愛知県","","","安城市","あんじょうし","2006-04-01","有"
"23213","愛知県","","","西尾市","にしおし","1994-03-31","有"
"23214","愛知県","","","蒲郡市","がまごおりし","1981-01-01","有"
"23215","愛知県","","","犬山市","いぬやまし","1983-03-01","有"
"23216","愛知県","","","常滑市","とこなめし","2000-12-01","有"
"23217","愛知県","","","江南市","こうなんし","2006-04-01","有"
"23219","愛知県","","","小牧市","こまきし","1983-03-01","有"
"23220","愛知県","","","稲沢市","いなざわし","2005-09-01","有"
"23221","愛知県","","","新城市","しんしろし","2005-10-01","有"
"23222","愛知県","","","東海市","とうかいし","2002-12-01","有"
"23223","愛知県","","","大府市","おおぶし","2002-12-01","有"
"23224","愛知県","","","知多市","ちたし","2000-12-01","有"
"23225","愛知県","","","知立市","ちりゅうし","2004-05-01","有"
"23226","愛知県","","","尾張旭市","おわりあさひし","2003-07-29","有"
"23227","愛知県","","","高浜市","たかはまし","1991-01-02","有"
"23228","愛知県","","","岩倉市","いわくらし","1998-10-01","有"
"23229","愛知県","","","豊明市","とよあけし","2007-04-01","有"
"23230","愛知県","","","日進市","にっしんし","1995-09-01","有"
"23231","愛知県","","","田原市","たはらし","2005-10-01","有"
"23232","愛知県","","","愛西市","あいさいし","2005-09-01","有"
"23233","愛知県","","","清須市","きよすし","2005-07-07","有"
"23234","愛知県","","","北名古屋市","きたなごやし","2006-03-20","有"
"23235","愛知県","","","弥富市","やとみし","2006-04-01","有"
"23300","愛知県","愛知郡","あいちぐん","","","",""
"23302","愛知県","愛知郡","あいちぐん","東郷町","とうごうちょう","2007-04-01","有"
"23304","愛知県","愛知郡","あいちぐん","長久手町","ながくてちょう","1988-07-01","有"
"23340","愛知県","西春日井郡","にしかすがいぐん","","","",""
"23342","愛知県","西春日井郡","にしかすがいぐん","豊山町","とよやまちょう","1972-04-01","有"
"23345","愛知県","西春日井郡","にしかすがいぐん","春日町","はるひちょう","1990-04-01","有"
"23360","愛知県","丹羽郡","にわぐん","","","",""
"23361","愛知県","丹羽郡","にわぐん","大口町","おおぐちちょう","2006-04-01","有"
"23362","愛知県","丹羽郡","にわぐん","扶桑町","ふそうちょう","1983-02-01","有"
"23420","愛知県","海部郡","あまぐん","","","",""
"23421","愛知県","海部郡","あまぐん","七宝町","しっぽうちょう","1987-10-01","有"
"23422","愛知県","海部郡","あまぐん","美和町","みわちょう","1990-04-01","有"
"23423","愛知県","海部郡","あまぐん","甚目寺町","じもくじちょう","","有"
"23424","愛知県","海部郡","あまぐん","大治町","おおはるちょう","1975-04-01","有"
"23425","愛知県","海部郡","あまぐん","蟹江町","かにえちょう","1996-07-01","有"
"23427","愛知県","海部郡","あまぐん","飛島村","とびしまむら","1972-01-25","有"
"23440","愛知県","知多郡","ちたぐん","","","",""
"23441","愛知県","知多郡","ちたぐん","阿久比町","あぐいちょう","1999-09-01","有"
"23442","愛知県","知多郡","ちたぐん","東浦町","ひがしうらちょう","1988-04-01","有"
"23445","愛知県","知多郡","ちたぐん","南知多町","みなみちたちょう","1992-01-04","有"
"23446","愛知県","知多郡","ちたぐん","美浜町","みはまちょう","1993-02-01","有"
"23447","愛知県","知多郡","ちたぐん","武豊町","たけとよちょう","1999-08-01","有"
"23480","愛知県","幡豆郡","はずぐん","","","","有"
"23481","愛知県","幡豆郡","はずぐん","一色町","いっしきちょう","1973-12-20","有"
"23482","愛知県","幡豆郡","はずぐん","吉良町","きらちょう","","有"
"23483","愛知県","幡豆郡","はずぐん","幡豆町","はずちょう","","有"
"23500","愛知県","額田郡","ぬかたぐん","","","",""
"23501","愛知県","額田郡","ぬかたぐん","幸田町","こうたちょう","1975-07-01","有"
"23520","愛知県","西加茂郡","にしかもぐん","","","","有"
"23521","愛知県","西加茂郡","にしかもぐん","三好町","みよしちょう","1992-04-01","有"
"23560","愛知県","北設楽郡","きたしたらぐん","","","",""
"23561","愛知県","北設楽郡","きたしたらぐん","設楽町","したらちょう","2005-10-01","有"
"23562","愛知県","北設楽郡","きたしたらぐん","東栄町","とうえいちょう","",""
"23563","愛知県","北設楽郡","きたしたらぐん","豊根村","とよねむら","2005-11-27","有"
"23600","愛知県","宝飯郡","ほいぐん","","","","有"
"23601","愛知県","宝飯郡","ほいぐん","音羽町","おとわちょう","","有"
"23603","愛知県","宝飯郡","ほいぐん","小坂井町","こざかいちょう","","有"
"23604","愛知県","宝飯郡","ほいぐん","御津町","みとちょう","1988-04-01","有"
"24201","三重県","","","津市","つし","2006-01-01","有"
"24202","三重県","","","四日市市","よっかいちし","2005-02-07","有"
"24203","三重県","","","伊勢市","いせし","2006-04-01","有"
"24204","三重県","","","松阪市","まつさかし","2005-01-01","有"
"24205","三重県","","","桑名市","くわなし","2004-12-06","有"
"24207","三重県","","","鈴鹿市","すずかし","1998-10-01","有"
"24208","三重県","","","名張市","なばりし","",""
"24209","三重県","","","尾鷲市","おわせし","",""
"24210","三重県","","","亀山市","かめやまし","2005-01-11","有"
"24211","三重県","","","鳥羽市","とばし","",""
"24212","三重県","","","熊野市","くまのし","2005-11-01","有"
"24214","三重県","","","いなべ市","いなべし","2003-12-01","有"
"24215","三重県","","","志摩市","しまし","2004-10-01","有"
"24216","三重県","","","伊賀市","いがし","2004-11-01","有"
"24300","三重県","桑名郡","くわなぐん","","","",""
"24303","三重県","桑名郡","くわなぐん","木曽岬町","きそさきちょう","1996-05-30","有"
"24320","三重県","員弁郡","いなべぐん","","","",""
"24324","三重県","員弁郡","いなべぐん","東員町","とういんちょう","1998-04-01","有"
"24340","三重県","三重郡","みえぐん","","","",""
"24341","三重県","三重郡","みえぐん","菰野町","こものちょう","1987-04-01","有"
"24343","三重県","三重郡","みえぐん","朝日町","あさひちょう","",""
"24344","三重県","三重郡","みえぐん","川越町","かわごえちょう","",""
"24440","三重県","多気郡","たきぐん","","","",""
"24441","三重県","多気郡","たきぐん","多気町","たきちょう","2006-01-01","有"
"24442","三重県","多気郡","たきぐん","明和町","めいわちょう","2002-05-17","有"
"24443","三重県","多気郡","たきぐん","大台町","おおだいちょう","2006-01-10","有"
"24460","三重県","度会郡","わたらいぐん","","","",""
"24461","三重県","度会郡","わたらいぐん","玉城町","たまきちょう","2006-04-01","有"
"24470","三重県","度会郡","わたらいぐん","度会町","わたらいちょう","",""
"24471","三重県","度会郡","わたらいぐん","大紀町","たいきちょう","2005-02-14","有"
"24472","三重県","度会郡","わたらいぐん","南伊勢町","みなみいせちょう","2005-10-01","有"
"24540","三重県","北牟婁郡","きたむろぐん","","","",""
"24543","三重県","北牟婁郡","きたむろぐん","紀北町","きほくちょう","2005-10-11","有"
"24560","三重県","南牟婁郡","みなみむろぐん","","","",""
"24561","三重県","南牟婁郡","みなみむろぐん","御浜町","みはまちょう","1983-10-01","有"
"24562","三重県","南牟婁郡","みなみむろぐん","紀宝町","きほうちょう","2006-01-10","有"
"25201","滋賀県","","","大津市","おおつし","2006-03-20","有"
"25202","滋賀県","","","彦根市","ひこねし","2002-06-24","有"
"25203","滋賀県","","","長浜市","ながはまし","2006-02-13","有"
"25204","滋賀県","","","近江八幡市","おうみはちまんし","2006-04-01","有"
"25206","滋賀県","","","草津市","くさつし","1996-01-17","有"
"25207","滋賀県","","","守山市","もりやまし","2004-07-22","有"
"25208","滋賀県","","","栗東市","りっとうし","2001-10-01","有"
"25209","滋賀県","","","甲賀市","こうかし","2004-10-01","有"
"25210","滋賀県","","","野洲市","やすし","2004-10-01","有"
"25211","滋賀県","","","湖南市","こなんし","2004-10-01","有"
"25212","滋賀県","","","高島市","たかしまし","2005-01-01","有"
"25213","滋賀県","","","東近江市","ひがしおうみし","2006-01-01","有"
"25214","滋賀県","","","米原市","まいばらし","2005-10-01","有"
"25380","滋賀県","蒲生郡","がもうぐん","","","",""
"25381","滋賀県","蒲生郡","がもうぐん","安土町","あづちちょう","2006-04-01","有"
"25383","滋賀県","蒲生郡","がもうぐん","日野町","ひのちょう","1989-03-01","有"
"25384","滋賀県","蒲生郡","がもうぐん","竜王町","りゅうおうちょう","1985-12-01","有"
"25420","滋賀県","愛知郡","えちぐん","","","",""
"25425","滋賀県","愛知郡","えちぐん","愛荘町","あいしょうちょう","2006-02-13","有"
"25440","滋賀県","犬上郡","いぬかみぐん","","","",""
"25441","滋賀県","犬上郡","いぬかみぐん","豊郷町","とよさとちょう","1994-12-09","有"
"25442","滋賀県","犬上郡","いぬかみぐん","甲良町","こうらちょう","2002-06-24","有"
"25443","滋賀県","犬上郡","いぬかみぐん","多賀町","たがちょう","",""
"25480","滋賀県","東浅井郡","ひがしあざいぐん","","","","有"
"25482","滋賀県","東浅井郡","ひがしあざいぐん","虎姫町","とらひめちょう","1986-10-01","有"
"25483","滋賀県","東浅井郡","ひがしあざいぐん","湖北町","こほくちょう","1985-03-01","有"
"25500","滋賀県","伊香郡","いかぐん","","","","有"
"25501","滋賀県","伊香郡","いかぐん","高月町","たかつきちょう","1986-06-10","有"
"25502","滋賀県","伊香郡","いかぐん","木之本町","きのもとちょう","1986-06-10","有"
"25503","滋賀県","伊香郡","いかぐん","余呉町","よごちょう","1971-04-01","有"
"25504","滋賀県","伊香郡","いかぐん","西浅井町","にしあざいちょう","1971-04-01","有"
"26100","京都府","京都市","きょうとし","","","2004-12-20","有"
"26101","京都府","京都市","きょうとし","北区","きたく","",""
"26102","京都府","京都市","きょうとし","上京区","かみぎょうく","",""
"26103","京都府","京都市","きょうとし","左京区","さきょうく","",""
"26104","京都府","京都市","きょうとし","中京区","なかぎょうく","",""
"26105","京都府","京都市","きょうとし","東山区","ひがしやまく","1976-10-01","有"
"26106","京都府","京都市","きょうとし","下京区","しもぎょうく","",""
"26107","京都府","京都市","きょうとし","南区","みなみく","",""
"26108","京都府","京都市","きょうとし","右京区","うきょうく","2005-04-01","有"
"26109","京都府","京都市","きょうとし","伏見区","ふしみく","",""
"26110","京都府","京都市","きょうとし","山科区","やましなく","1976-10-01","有"
"26111","京都府","京都市","きょうとし","西京区","にしきょうく","1976-10-01","有"
"26201","京都府","","","福知山市","ふくちやまし","2006-01-01","有"
"26202","京都府","","","舞鶴市","まいづるし","",""
"26203","京都府","","","綾部市","あやべし","1998-03-12","有"
"26204","京都府","","","宇治市","うじし","2004-12-20","有"
"26205","京都府","","","宮津市","みやづし","1988-02-01","有"
"26206","京都府","","","亀岡市","かめおかし","1988-09-01","有"
"26207","京都府","","","城陽市","じょうようし","1972-05-03","有"
"26208","京都府","","","向日市","むこうし","1972-10-01","有"
"26209","京都府","","","長岡京市","ながおかきょうし","1972-10-01","有"
"26210","京都府","","","八幡市","やわたし","1979-02-01","有"
"26211","京都府","","","京田辺市","きょうたなべし","1997-04-01","有"
"26212","京都府","","","京丹後市","きょうたんごし","2004-04-01","有"
"26213","京都府","","","南丹市","なんたんし","2006-01-01","有"
"26214","京都府","","","木津川市","きづがわし","2007-03-12","有"
"26300","京都府","乙訓郡","おとくにぐん","","","",""
"26303","京都府","乙訓郡","おとくにぐん","大山崎町","おおやまざきちょう","",""
"26320","京都府","久世郡","くせぐん","","","",""
"26322","京都府","久世郡","くせぐん","久御山町","くみやまちょう","2003-12-25","有"
"26340","京都府","綴喜郡","つづきぐん","","","",""
"26343","京都府","綴喜郡","つづきぐん","井手町","いでちょう","",""
"26344","京都府","綴喜郡","つづきぐん","宇治田原町","うじたわらちょう","",""
"26360","京都府","相楽郡","そうらくぐん","","","",""
"26364","京都府","相楽郡","そうらくぐん","笠置町","かさぎちょう","",""
"26365","京都府","相楽郡","そうらくぐん","和束町","わづかちょう","",""
"26366","京都府","相楽郡","そうらくぐん","精華町","せいかちょう","1979-05-01","有"
"26367","京都府","相楽郡","そうらくぐん","南山城村","みなみやましろむら","",""
"26400","京都府","船井郡","ふないぐん","","","",""
"26407","京都府","船井郡","ふないぐん","京丹波町","きょうたんばちょう","2005-10-11","有"
"26460","京都府","与謝郡","よさぐん","","","",""
"26463","京都府","与謝郡","よさぐん","伊根町","いねちょう","1988-02-01","有"
"26465","京都府","与謝郡","よさぐん","与謝野町","よさのちょう","2006-03-01","有"
"27100","大阪府","大阪市","おおさかし","","","1986-05-01","有"
"27102","大阪府","大阪市","おおさかし","都島区","みやこじまく","",""
"27103","大阪府","大阪市","おおさかし","福島区","ふくしまく","",""
"27104","大阪府","大阪市","おおさかし","此花区","このはなく","",""
"27106","大阪府","大阪市","おおさかし","西区","にしく","",""
"27107","大阪府","大阪市","おおさかし","港区","みなとく","",""
"27108","大阪府","大阪市","おおさかし","大正区","たいしょうく","",""
"27109","大阪府","大阪市","おおさかし","天王寺区","てんのうじく","",""
"27111","大阪府","大阪市","おおさかし","浪速区","なにわく","",""
"27113","大阪府","大阪市","おおさかし","西淀川区","にしよどがわく","",""
"27114","大阪府","大阪市","おおさかし","東淀川区","ひがしよどがわく","1974-07-22","有"
"27115","大阪府","大阪市","おおさかし","東成区","ひがしなりく","",""
"27116","大阪府","大阪市","おおさかし","生野区","いくのく","",""
"27117","大阪府","大阪市","おおさかし","旭区","あさひく","",""
"27118","大阪府","大阪市","おおさかし","城東区","じょうとうく","1974-07-22","有"
"27119","大阪府","大阪市","おおさかし","阿倍野区","あべのく","",""
"27120","大阪府","大阪市","おおさかし","住吉区","すみよしく","1974-07-22","有"
"27121","大阪府","大阪市","おおさかし","東住吉区","ひがしすみよしく","1974-07-22","有"
"27122","大阪府","大阪市","おおさかし","西成区","にしなりく","",""
"27123","大阪府","大阪市","おおさかし","淀川区","よどがわく","1974-07-22","有"
"27124","大阪府","大阪市","おおさかし","鶴見区","つるみく","1974-07-22","有"
"27125","大阪府","大阪市","おおさかし","住之江区","すみのえく","1974-07-22","有"
"27126","大阪府","大阪市","おおさかし","平野区","ひらのく","1974-07-22","有"
"27127","大阪府","大阪市","おおさかし","北区","きたく","1989-02-13","有"
"27128","大阪府","大阪市","おおさかし","中央区","ちゅうおうく","1989-02-13","有"
"27140","大阪府","堺市","さかいし","","","2006-04-01","有"
"27141","大阪府","堺市","さかいし","堺区","さかいく","2006-04-01","有"
"27142","大阪府","堺市","さかいし","中区","なかく","2006-04-01","有"
"27143","大阪府","堺市","さかいし","東区","ひがしく","2006-04-01","有"
"27144","大阪府","堺市","さかいし","西区","にしく","2006-04-01","有"
"27145","大阪府","堺市","さかいし","南区","みなみく","2006-04-01","有"
"27146","大阪府","堺市","さかいし","北区","きたく","2006-04-01","有"
"27147","大阪府","堺市","さかいし","美原区","みはらく","2006-04-01","有"
"27202","大阪府","","","岸和田市","きしわだし","2007-01-01","有"
"27203","大阪府","","","豊中市","とよなかし","2001-04-01","有"
"27204","大阪府","","","池田市","いけだし","",""
"27205","大阪府","","","吹田市","すいたし","2001-04-01","有"
"27206","大阪府","","","泉大津市","いずみおおつし","1982-05-01","有"
"27207","大阪府","","","高槻市","たかつきし","2003-04-01","有"
"27208","大阪府","","","貝塚市","かいづかし","2007-01-01","有"
"27209","大阪府","","","守口市","もりぐちし","",""
"27210","大阪府","","","枚方市","ひらかたし","2001-04-01","有"
"27211","大阪府","","","茨木市","いばらきし","2001-04-01","有"
"27212","大阪府","","","八尾市","やおし","2001-04-01","有"
"27213","大阪府","","","泉佐野市","いずみさのし","2002-03-01","有"
"27214","大阪府","","","富田林市","とんだばやしし","2006-06-01","有"
"27215","大阪府","","","寝屋川市","ねやがわし","2001-04-01","有"
"27216","大阪府","","","河内長野市","かわちながのし","",""
"27217","大阪府","","","松原市","まつばらし","1980-02-01","有"
"27218","大阪府","","","大東市","だいとうし","1979-05-01","有"
"27219","大阪府","","","和泉市","いずみし","1989-05-01","有"
"27220","大阪府","","","箕面市","みのおし","1999-02-01","有"
"27221","大阪府","","","柏原市","かしわらし","",""
"27222","大阪府","","","羽曳野市","はびきのし","",""
"27223","大阪府","","","門真市","かどまし","",""
"27224","大阪府","","","摂津市","せっつし","1980-12-01","有"
"27225","大阪府","","","高石市","たかいしし","1983-05-01","有"
"27226","大阪府","","","藤井寺市","ふじいでらし","",""
"27227","大阪府","","","東大阪市","ひがしおおさかし","2005-04-01","有"
"27228","大阪府","","","泉南市","せんなんし","2002-03-01","有"
"27229","大阪府","","","四條畷市","しじょうなわてし","1970-07-01","有"
"27230","大阪府","","","交野市","かたのし","1971-11-03","有"
"27231","大阪府","","","大阪狭山市","おおさかさやまし","2006-06-01","有"
"27232","大阪府","","","阪南市","はんなんし","2002-02-01","有"
"27300","大阪府","三島郡","みしまぐん","","","",""
"27301","大阪府","三島郡","みしまぐん","島本町","しまもとちょう","1973-04-01","有"
"27320","大阪府","豊能郡","とよのぐん","","","",""
"27321","大阪府","豊能郡","とよのぐん","豊能町","とよのちょう","1977-04-01","有"
"27322","大阪府","豊能郡","とよのぐん","能勢町","のせちょう","",""
"27340","大阪府","泉北郡","せんぼくぐん","","","",""
"27341","大阪府","泉北郡","せんぼくぐん","忠岡町","ただおかちょう","",""
"27360","大阪府","泉南郡","せんなんぐん","","","",""
"27361","大阪府","泉南郡","せんなんぐん","熊取町","くまとりちょう","1980-05-01","有"
"27362","大阪府","泉南郡","せんなんぐん","田尻町","たじりちょう","1987-09-26","有"
"27366","大阪府","泉南郡","せんなんぐん","岬町","みさきちょう","2002-02-01","有"
"27380","大阪府","南河内郡","みなみかわちぐん","","","",""
"27381","大阪府","南河内郡","みなみかわちぐん","太子町","たいしちょう","1998-02-01","有"
"27382","大阪府","南河内郡","みなみかわちぐん","河南町","かなんちょう","1998-02-01","有"
"27383","大阪府","南河内郡","みなみかわちぐん","千早赤阪村","ちはやあかさかむら","",""
"28100","兵庫県","神戸市","こうべし","","","1992-06-01","有"
"28101","兵庫県","神戸市","こうべし","東灘区","ひがしなだく","",""
